indice,codibge, uf, pop, cifpm, part_uf
559,314790,MG,"111,651",3.2,0.380771%
560,314795,MG,"5,846",0.6,0.071395%
561,314800,MG,"146,416",3.8,0.451948%
562,314810,MG,"87,178",2.8,0.333175%
563,314820,MG,"5,548",0.6,0.071395%
564,314830,MG,"9,605",0.6,0.071395%
565,314840,MG,"5,020",0.6,0.071395%
566,314850,MG,"8,771",0.6,0.071395%
567,314860,MG,"17,797",1.2,0.142789%
568,314870,MG,"24,612",1.4,0.166587%
569,314875,MG,"6,978",0.6,0.071395%
570,314880,MG,"3,414",0.6,0.071395%
571,314890,MG,"4,006",0.6,0.071395%
572,314900,MG,"2,345",0.6,0.071395%
573,314910,MG,"11,683",0.8,0.095193%
574,314915,MG,"10,970",0.8,0.095193%
575,314920,MG,"3,626",0.6,0.071395%
576,314930,MG,"61,975",2.4,0.285578%
577,314940,MG,"1,838",0.6,0.071395%
578,314950,MG,"3,296",0.6,0.071395%
579,314960,MG,"4,284",0.6,0.071395%
580,314970,MG,"9,943",0.6,0.071395%
581,314980,MG,"15,323",1.0,0.118991%
582,314990,MG,"21,013",1.2,0.142789%
583,314995,MG,"7,150",0.6,0.071395%
584,315000,MG,"4,274",0.6,0.071395%
585,315010,MG,"2,887",0.6,0.071395%
586,315015,MG,"7,744",0.6,0.071395%
587,315020,MG,"4,192",0.6,0.071395%
588,315030,MG,"4,766",0.6,0.071395%
589,315040,MG,"4,867",0.6,0.071395%
590,315050,MG,"8,582",0.6,0.071395%
591,315053,MG,"4,696",0.6,0.071395%
592,315057,MG,"7,491",0.6,0.071395%
593,315060,MG,"6,575",0.6,0.071395%
594,315070,MG,"5,253",0.6,0.071395%
595,315080,MG,"17,804",1.2,0.142789%
596,315090,MG,"5,432",0.6,0.071395%
597,315100,MG,"8,404",0.6,0.071395%
598,315110,MG,"10,754",0.8,0.095193%
599,315120,MG,"55,704",2.2,0.261780%
600,315130,MG,"11,123",0.8,0.095193%
601,315140,MG,"26,797",1.4,0.166587%
602,315150,MG,"33,580",1.6,0.190386%
603,315160,MG,"11,194",0.8,0.095193%
604,315170,MG,"16,633",1.0,0.118991%
605,315180,MG,"161,025",4.0,0.475964%
606,315190,MG,"9,050",0.6,0.071395%
607,315200,MG,"30,699",1.6,0.190386%
608,315210,MG,"59,614",2.2,0.261780%
609,315213,MG,"4,161",0.6,0.071395%
610,315217,MG,"11,881",0.8,0.095193%
611,315220,MG,"38,697",1.8,0.214184%
612,315230,MG,"10,955",0.8,0.095193%
613,315240,MG,"16,350",1.0,0.118991%
614,315250,MG,"140,223",3.6,0.428367%
615,315260,MG,"6,291",0.6,0.071395%
616,315270,MG,"8,807",0.6,0.071395%
617,315280,MG,"27,109",1.4,0.166587%
618,315290,MG,"8,975",0.6,0.071395%
619,315300,MG,"3,455",0.6,0.071395%
620,315310,MG,"5,630",0.6,0.071395%
621,315320,MG,"3,928",0.6,0.071395%
622,315330,MG,"3,050",0.6,0.071395%
623,315340,MG,"19,325",1.2,0.142789%
624,315360,MG,"10,181",0.6,0.071395%
625,315370,MG,"3,470",0.6,0.071395%
626,315380,MG,"1,934",0.6,0.071395%
627,315390,MG,"16,055",1.0,0.118991%
628,315400,MG,"24,423",1.4,0.166587%
629,315410,MG,"10,635",0.8,0.095193%
630,315415,MG,"6,920",0.6,0.071395%
631,315420,MG,"11,378",0.8,0.095193%
632,315430,MG,"17,631",1.2,0.142789%
633,315440,MG,"4,889",0.6,0.071395%
634,315445,MG,"8,257",0.6,0.071395%
635,315450,MG,"9,643",0.6,0.071395%
636,315460,MG,"315,819",4.0,0.475964%
637,315470,MG,"3,990",0.6,0.071395%
638,315480,MG,"9,704",0.6,0.071395%
639,315490,MG,"14,376",1.0,0.118991%
640,315510,MG,"5,333",0.6,0.071395%
641,315500,MG,"2,575",0.6,0.071395%
642,315520,MG,"6,045",0.6,0.071395%
643,315530,MG,"5,585",0.6,0.071395%
644,315540,MG,"9,013",0.6,0.071395%
645,315550,MG,"12,328",0.8,0.095193%
646,315560,MG,"30,418",1.4,0.166587%
647,315570,MG,"14,578",1.0,0.118991%
648,315580,MG,"17,804",1.2,0.142789%
649,315590,MG,"5,487",0.6,0.071395%
650,315600,MG,"13,755",1.0,0.118991%
651,315610,MG,"4,955",0.6,0.071395%
652,315620,MG,"2,229",0.6,0.071395%
653,315630,MG,"7,429",0.6,0.071395%
654,315640,MG,"3,671",0.6,0.071395%
655,315645,MG,"4,464",0.6,0.071395%
656,315650,MG,"7,428",0.6,0.071395%
657,315660,MG,"10,278",0.8,0.095193%
658,315670,MG,"132,636",3.6,0.428367%
659,315680,MG,"16,042",1.0,0.118991%
660,315690,MG,"25,225",1.4,0.166587%
661,315700,MG,"40,942",1.8,0.214184%
662,315710,MG,"7,084",0.6,0.071395%
663,315720,MG,"29,595",1.4,0.166587%
664,315725,MG,"8,027",0.6,0.071395%
665,315727,MG,"2,972",0.6,0.071395%
666,315730,MG,"4,646",0.6,0.071395%
667,315733,MG,"8,298",0.6,0.071395%
668,315737,MG,"4,434",0.6,0.071395%
669,315740,MG,"5,050",0.6,0.071395%
670,315750,MG,"4,661",0.6,0.071395%
671,315760,MG,"4,034",0.6,0.071395%
672,315765,MG,"6,309",0.6,0.071395%
673,315770,MG,"12,455",0.8,0.095193%
674,315780,MG,"213,345",4.0,0.475964%
675,315790,MG,"15,772",1.0,0.118991%
676,315800,MG,"10,918",0.8,0.095193%
677,315810,MG,"5,406",0.6,0.071395%
678,315820,MG,"14,839",1.0,0.118991%
679,315920,MG,"9,239",0.6,0.071395%
680,315940,MG,"3,628",0.6,0.071395%
681,315930,MG,"5,090",0.6,0.071395%
682,315935,MG,"6,924",0.6,0.071395%
683,315950,MG,"5,782",0.6,0.071395%
684,315960,MG,"40,435",1.8,0.214184%
685,315970,MG,"3,347",0.6,0.071395%
686,315980,MG,"19,106",1.2,0.142789%
687,315830,MG,"7,379",0.6,0.071395%
688,315840,MG,"3,793",0.6,0.071395%
689,315850,MG,"8,106",0.6,0.071395%
690,315860,MG,"3,997",0.6,0.071395%
691,315870,MG,"2,361",0.6,0.071395%
692,315880,MG,"4,793",0.6,0.071395%
693,315890,MG,"8,834",0.6,0.071395%
694,315895,MG,"30,255",1.4,0.166587%
695,315900,MG,"4,211",0.6,0.071395%
696,315910,MG,"3,908",0.6,0.071395%
697,315990,MG,"18,162",1.2,0.142789%
698,316000,MG,"3,650",0.6,0.071395%
699,316010,MG,"4,138",0.6,0.071395%
700,316020,MG,"4,151",0.6,0.071395%
701,316030,MG,"12,042",0.8,0.095193%
702,316040,MG,"27,352",1.4,0.166587%
703,316045,MG,"7,236",0.6,0.071395%
704,316050,MG,"1,820",0.6,0.071395%
705,316060,MG,"3,276",0.6,0.071395%
706,316070,MG,"47,557",2.0,0.237982%
707,316080,MG,"4,915",0.6,0.071395%
708,316090,MG,"3,673",0.6,0.071395%
709,316095,MG,"5,622",0.6,0.071395%
710,316100,MG,"17,811",1.2,0.142789%
711,316105,MG,"3,467",0.6,0.071395%
712,316110,MG,"56,003",2.2,0.261780%
713,316120,MG,"6,666",0.6,0.071395%
714,316130,MG,"6,069",0.6,0.071395%
715,316140,MG,"5,211",0.6,0.071395%
716,316150,MG,"11,178",0.8,0.095193%
717,316160,MG,"4,372",0.6,0.071395%
718,316165,MG,"3,740",0.6,0.071395%
719,316170,MG,"6,651",0.6,0.071395%
720,316180,MG,"11,289",0.8,0.095193%
721,316190,MG,"10,384",0.8,0.095193%
722,312550,MG,"3,170",0.6,0.071395%
723,316200,MG,"25,007",1.4,0.166587%
724,316210,MG,"33,774",1.6,0.190386%
725,316220,MG,"7,241",0.6,0.071395%
726,316225,MG,"4,858",0.6,0.071395%
727,316230,MG,"2,808",0.6,0.071395%
728,316240,MG,"25,961",1.4,0.166587%
729,316245,MG,"12,421",0.8,0.095193%
730,316250,MG,"88,405",2.8,0.333175%
731,316255,MG,"10,917",0.8,0.095193%
732,316257,MG,"5,530",0.6,0.071395%
733,316260,MG,"7,964",0.6,0.071395%
734,316265,MG,"4,276",0.6,0.071395%
735,316270,MG,"23,303",1.2,0.142789%
736,316280,MG,"16,028",1.0,0.118991%
737,316290,MG,"26,114",1.4,0.166587%
738,316292,MG,"28,064",1.4,0.166587%
739,316294,MG,"7,155",0.6,0.071395%
740,316295,MG,"21,538",1.2,0.142789%
741,316300,MG,"4,241",0.6,0.071395%
742,316310,MG,"4,556",0.6,0.071395%
743,316320,MG,"4,163",0.6,0.071395%
744,316330,MG,"3,942",0.6,0.071395%
745,316340,MG,"5,717",0.6,0.071395%
746,316350,MG,"6,694",0.6,0.071395%
747,316360,MG,"2,721",0.6,0.071395%
748,316370,MG,"44,037",1.8,0.214184%
749,316380,MG,"6,991",0.6,0.071395%
750,316390,MG,"5,054",0.6,0.071395%
751,316410,MG,"5,616",0.6,0.071395%
752,316400,MG,"8,397",0.6,0.071395%
753,316420,MG,"11,179",0.8,0.095193%
754,316430,MG,"6,973",0.6,0.071395%
755,316440,MG,"5,249",0.6,0.071395%
756,316443,MG,"2,936",0.6,0.071395%
757,316447,MG,"6,140",0.6,0.071395%
758,316450,MG,"10,740",0.8,0.095193%
759,316460,MG,"6,255",0.6,0.071395%
760,316470,MG,"68,518",2.4,0.285578%
761,316480,MG,"1,622",0.6,0.071395%
762,316490,MG,"2,206",0.6,0.071395%
763,316520,MG,"6,962",0.6,0.071395%
764,316500,MG,"10,955",0.8,0.095193%
765,316510,MG,"7,257",0.6,0.071395%
766,316530,MG,"7,420",0.6,0.071395%
767,316540,MG,"6,616",0.6,0.071395%
768,316550,MG,"5,957",0.6,0.071395%
769,316553,MG,"28,625",1.4,0.166587%
770,316556,MG,"2,856",0.6,0.071395%
771,316557,MG,"5,398",0.6,0.071395%
772,316560,MG,"2,046",0.6,0.071395%
773,316570,MG,"7,598",0.6,0.071395%
774,316580,MG,"1,804",0.6,0.071395%
775,316590,MG,"4,564",0.6,0.071395%
776,316600,MG,"5,864",0.6,0.071395%
777,316610,MG,"3,597",0.6,0.071395%
778,316620,MG,"10,544",0.8,0.095193%
779,316630,MG,"7,375",0.6,0.071395%
780,316640,MG,"1,855",0.6,0.071395%
781,316650,MG,"4,353",0.6,0.071395%
782,316660,MG,825,0.6,0.071395%
783,316680,MG,"11,142",0.8,0.095193%
784,316670,MG,"8,720",0.6,0.071395%
785,316690,MG,"7,778",0.6,0.071395%
786,316695,MG,"4,650",0.6,0.071395%
787,316700,MG,"2,037",0.6,0.071395%
788,316710,MG,"21,419",1.2,0.142789%
789,316720,MG,"227,571",4.0,0.475964%
790,316555,MG,"11,592",0.8,0.095193%
791,316730,MG,"2,271",0.6,0.071395%
792,316740,MG,"6,249",0.6,0.071395%
793,316750,MG,"2,628",0.6,0.071395%
794,316760,MG,"19,188",1.2,0.142789%
795,316770,MG,"5,897",0.6,0.071395%
796,316780,MG,"5,971",0.6,0.071395%
797,316790,MG,"4,085",0.6,0.071395%
798,316800,MG,"32,698",1.6,0.190386%
799,316805,MG,"3,210",0.6,0.071395%
800,316810,MG,"4,423",0.6,0.071395%
801,316820,MG,"1,923",0.6,0.071395%
802,316830,MG,"3,980",0.6,0.071395%
803,316840,MG,"14,677",1.0,0.118991%
804,316850,MG,"11,745",0.8,0.095193%
805,316860,MG,"140,067",3.6,0.428367%
806,316870,MG,"86,014",2.8,0.333175%
807,316880,MG,"7,457",0.6,0.071395%
808,316890,MG,"6,955",0.6,0.071395%
809,316900,MG,"16,494",1.0,0.118991%
810,316905,MG,"4,099",0.6,0.071395%
811,316910,MG,"6,066",0.6,0.071395%
812,316920,MG,"9,321",0.6,0.071395%
813,316930,MG,"76,734",2.6,0.309376%
814,316935,MG,"30,302",1.4,0.166587%
815,316940,MG,"56,156",2.2,0.261780%
816,316950,MG,"6,593",0.6,0.071395%
817,316960,MG,"25,171",1.4,0.166587%
818,316970,MG,"19,114",1.2,0.142789%
819,316980,MG,"4,897",0.6,0.071395%
820,316990,MG,"108,493",3.2,0.380771%
821,317000,MG,"12,248",0.8,0.095193%
822,317005,MG,"12,487",0.8,0.095193%
823,317010,MG,"315,360",4.0,0.475964%
824,317020,MG,"646,673",4.0,0.475964%
825,317030,MG,"2,746",0.6,0.071395%
826,317040,MG,"81,693",2.8,0.333175%
827,317043,MG,"4,498",0.6,0.071395%
828,317047,MG,"3,326",0.6,0.071395%
829,317050,MG,"10,581",0.8,0.095193%
830,317052,MG,"14,963",1.0,0.118991%
831,317057,MG,"6,635",0.6,0.071395%
832,317060,MG,"2,216",0.6,0.071395%
833,317065,MG,"4,942",0.6,0.071395%
834,317070,MG,"130,139",3.6,0.428367%
835,317075,MG,"6,558",0.6,0.071395%
836,317080,MG,"37,879",1.8,0.214184%
837,317090,MG,"19,678",1.2,0.142789%
838,317100,MG,"20,506",1.2,0.142789%
839,317103,MG,"8,875",0.6,0.071395%
840,317107,MG,"5,746",0.6,0.071395%
841,317110,MG,"3,733",0.6,0.071395%
842,317115,MG,"4,859",0.6,0.071395%
843,317120,MG,"114,365",3.2,0.380771%
844,317130,MG,"76,147",2.6,0.309376%
845,317140,MG,"3,790",0.6,0.071395%
846,317160,MG,"14,016",1.0,0.118991%
847,317170,MG,"8,864",0.6,0.071395%
848,317180,MG,"10,830",0.8,0.095193%
849,317190,MG,"5,720",0.6,0.071395%
850,317200,MG,"40,356",1.8,0.214184%
851,317210,MG,"5,258",0.6,0.071395%
852,317220,MG,"2,619",0.6,0.071395%
2,500025,MS,"4,883",0.6,0.683371%
3,500060,MS,"36,686",1.6,1.822323%
4,500070,MS,"24,534",1.4,1.594533%
5,500080,MS,"8,758",0.6,0.683371%
6,500085,MS,"9,829",0.6,0.683371%
7,500090,MS,"8,545",0.6,0.683371%
8,500100,MS,"23,733",1.2,1.366743%
9,500110,MS,"46,830",2.0,2.277904%
10,500124,MS,"11,014",0.8,0.911162%
11,500150,MS,"6,747",0.6,0.683371%
12,500190,MS,"21,142",1.2,1.366743%
13,500200,MS,"11,167",0.8,0.911162%
14,500210,MS,"23,888",1.4,1.594533%
15,500215,MS,"7,979",0.6,0.683371%
16,500220,MS,"20,597",1.2,1.366743%
17,500230,MS,"11,943",0.8,0.911162%
18,500240,MS,"27,554",1.4,1.594533%
19,500260,MS,"13,770",1.0,1.138952%
20,500280,MS,"5,699",0.6,0.683371%
21,500290,MS,"21,491",1.2,1.366743%
22,500295,MS,"21,257",1.2,1.366743%
23,500310,MS,"5,289",0.6,0.683371%
24,500315,MS,"14,607",1.0,1.138952%
25,500320,MS,"107,347",3.2,3.644647%
26,500325,MS,"18,835",1.2,1.366743%
27,500330,MS,"32,948",1.6,1.822323%
28,500345,MS,"12,524",0.8,0.911162%
29,500348,MS,"10,793",0.8,0.911162%
30,500350,MS,"5,616",0.6,0.683371%
31,500370,MS,"207,498",4.0,4.555810%
32,500375,MS,"12,029",0.8,0.911162%
33,500380,MS,"19,260",1.2,1.366743%
34,500390,MS,"2,997",0.6,0.683371%
35,500400,MS,"10,025",0.6,0.683371%
36,500410,MS,"10,287",0.8,0.911162%
37,500430,MS,"15,429",1.0,1.138952%
38,500440,MS,"7,711",0.6,0.683371%
39,500450,MS,"22,231",1.2,1.366743%
40,500460,MS,"19,672",1.2,1.366743%
41,500470,MS,"22,832",1.2,1.366743%
42,500480,MS,"8,288",0.6,0.683371%
43,500490,MS,"6,696",0.6,0.683371%
44,500500,MS,"25,180",1.4,1.594533%
45,500510,MS,"4,051",0.6,0.683371%
46,500515,MS,"6,241",0.6,0.683371%
47,500520,MS,"21,106",1.2,1.366743%
48,500525,MS,"6,851",0.6,0.683371%
49,500540,MS,"41,099",1.8,2.050114%
50,500560,MS,"26,670",1.4,1.594533%
51,500568,MS,"17,658",1.2,1.366743%
52,500570,MS,"49,827",2.0,2.277904%
53,500580,MS,"14,379",1.0,1.138952%
54,500600,MS,"18,503",1.2,1.366743%
55,500620,MS,"49,104",2.0,2.277904%
56,500625,MS,"4,581",0.6,0.683371%
57,500627,MS,"4,942",0.6,0.683371%
58,500630,MS,"41,227",1.8,2.050114%
59,500635,MS,"13,123",0.8,0.911162%
60,500640,MS,"7,908",0.6,0.683371%
61,500660,MS,"83,747",2.8,3.189067%
62,500690,MS,"16,162",1.0,1.138952%
63,500710,MS,"22,429",1.2,1.366743%
64,500720,MS,"33,362",1.6,1.822323%
65,500730,MS,"4,989",0.6,0.683371%
66,500740,MS,"19,351",1.2,1.366743%
67,500750,MS,"5,156",0.6,0.683371%
68,500755,MS,"7,530",0.6,0.683371%
69,500769,MS,"24,035",1.4,1.594533%
70,500780,MS,"6,427",0.6,0.683371%
71,500770,MS,"10,876",0.8,0.911162%
72,500790,MS,"48,027",2.0,2.277904%
73,500793,MS,"16,543",1.0,1.138952%
74,500795,MS,"10,777",0.8,0.911162%
75,500797,MS,"3,570",0.6,0.683371%
76,500800,MS,"18,942",1.2,1.366743%
77,500830,MS,"109,633",3.2,3.644647%
78,500840,MS,"6,013",0.6,0.683371%
2,510020,MT,"22,549",1.2,0.865801%
3,510025,MT,"49,761",2.0,1.443006%
4,510030,MT,"16,818",1.0,0.721501%
5,510035,MT,"5,809",0.6,0.432900%
6,510040,MT,"10,909",0.8,0.577201%
7,510050,MT,"10,476",0.8,0.577201%
8,510060,MT,"9,070",0.6,0.432900%
9,510080,MT,"9,094",0.6,0.432900%
10,510100,MT,"3,133",0.6,0.432900%
11,510120,MT,"1,024",0.6,0.432900%
12,510125,MT,"15,803",1.0,0.721501%
13,510130,MT,"9,955",0.6,0.432900%
14,510140,MT,"19,919",1.2,0.865801%
15,510160,MT,"7,565",0.6,0.432900%
16,510170,MT,"33,022",1.6,1.154401%
17,510180,MT,"57,791",2.2,1.587302%
18,510185,MT,"5,756",0.6,0.432900%
19,510190,MT,"16,895",1.0,0.721501%
20,510250,MT,"89,683",2.8,2.020202%
21,510260,MT,"14,827",1.0,0.721501%
22,510263,MT,"30,335",1.4,1.010101%
23,510267,MT,"35,578",1.6,1.154401%
24,510268,MT,"5,778",0.6,0.432900%
25,510269,MT,"4,728",0.6,0.432900%
26,510270,MT,"19,681",1.2,0.865801%
27,510279,MT,"10,626",0.8,0.577201%
28,510285,MT,"8,353",0.6,0.432900%
29,510300,MT,"18,393",1.2,0.865801%
30,510305,MT,"11,366",0.8,0.577201%
31,510310,MT,"5,525",0.6,0.432900%
32,510320,MT,"31,515",1.6,1.154401%
33,510325,MT,"30,848",1.6,1.154401%
34,510330,MT,"19,045",1.2,0.865801%
35,510335,MT,"27,144",1.4,1.010101%
36,510336,MT,"3,607",0.6,0.432900%
37,510337,MT,"16,689",1.0,0.721501%
38,510343,MT,"4,961",0.6,0.432900%
39,510345,MT,"8,816",0.6,0.432900%
40,510350,MT,"20,822",1.2,0.865801%
41,510360,MT,"8,101",0.6,0.432900%
42,510370,MT,"12,088",0.8,0.577201%
43,510380,MT,"3,651",0.6,0.432900%
44,510385,MT,"6,761",0.6,0.432900%
45,510390,MT,"5,215",0.6,0.432900%
46,510395,MT,"3,072",0.6,0.432900%
47,510410,MT,"33,326",1.6,1.154401%
48,510420,MT,"14,304",1.0,0.721501%
49,510450,MT,"2,491",0.6,0.432900%
50,510452,MT,"6,057",0.6,0.432900%
51,510454,MT,"5,794",0.6,0.432900%
52,510455,MT,"4,238",0.6,0.432900%
53,510460,MT,"12,109",0.8,0.577201%
54,510480,MT,"26,157",1.4,1.010101%
55,510490,MT,"7,851",0.6,0.432900%
56,510500,MT,"9,728",0.6,0.432900%
57,510510,MT,"33,353",1.6,1.154401%
58,510515,MT,"39,592",1.8,1.298701%
59,510517,MT,"12,900",0.8,0.577201%
60,510520,MT,"11,252",0.8,0.577201%
61,510523,MT,"5,647",0.6,0.432900%
62,510525,MT,"52,843",2.2,1.587302%
63,510530,MT,"2,148",0.6,0.432900%
64,510558,MT,"11,324",0.8,0.577201%
65,510560,MT,"14,973",1.0,0.721501%
66,510562,MT,"26,002",1.4,1.010101%
67,510590,MT,"15,002",1.0,0.721501%
68,510600,MT,"6,209",0.6,0.432900%
69,510610,MT,"11,497",0.8,0.577201%
70,510615,MT,"12,946",0.8,0.577201%
71,510620,MT,"4,252",0.6,0.432900%
72,510621,MT,"12,295",0.8,0.577201%
73,510880,MT,"4,731",0.6,0.432900%
74,510618,MT,"5,824",0.6,0.432900%
75,510885,MT,"3,052",0.6,0.432900%
76,510890,MT,"7,323",0.6,0.432900%
77,510895,MT,"8,444",0.6,0.432900%
78,510622,MT,"36,659",1.6,1.154401%
79,510617,MT,"3,318",0.6,0.432900%
80,510623,MT,"18,437",1.2,0.865801%
81,510619,MT,"3,534",0.6,0.432900%
82,510624,MT,"10,207",0.8,0.577201%
83,510625,MT,"20,143",1.2,0.865801%
84,510627,MT,"3,815",0.6,0.432900%
85,510626,MT,"7,979",0.6,0.432900%
86,510631,MT,"2,232",0.6,0.432900%
87,510628,MT,"5,611",0.6,0.432900%
88,510629,MT,"10,801",0.8,0.577201%
89,510630,MT,"20,383",1.2,0.865801%
90,510637,MT,"16,348",1.0,0.721501%
91,510642,MT,"32,100",1.6,1.154401%
92,510645,MT,"2,683",0.6,0.432900%
93,510650,MT,"32,053",1.6,1.154401%
94,510665,MT,"5,855",0.6,0.432900%
95,510670,MT,"1,679",0.6,0.432900%
96,510675,MT,"42,605",1.8,1.298701%
97,510677,MT,"11,336",0.8,0.577201%
98,510680,MT,"5,389",0.6,0.432900%
99,510682,MT,"11,317",0.8,0.577201%
100,510685,MT,"3,354",0.6,0.432900%
101,510700,MT,"16,919",1.0,0.721501%
102,510704,MT,"55,451",2.2,1.587302%
103,510706,MT,"14,631",1.0,0.721501%
104,510715,MT,"2,612",0.6,0.432900%
105,510718,MT,"9,316",0.6,0.432900%
106,510719,MT,"2,259",0.6,0.432900%
107,510720,MT,"5,063",0.6,0.432900%
108,510757,MT,"3,726",0.6,0.432900%
109,510760,MT,"208,019",4.0,2.886003%
110,510770,MT,"17,393",1.2,0.865801%
111,510775,MT,"3,666",0.6,0.432900%
112,510724,MT,"4,219",0.6,0.432900%
113,510774,MT,"2,139",0.6,0.432900%
114,510776,MT,"2,831",0.6,0.432900%
115,510777,MT,"7,709",0.6,0.432900%
116,510726,MT,"3,025",0.6,0.432900%
117,510779,MT,"4,275",0.6,0.432900%
118,510780,MT,"19,302",1.2,0.865801%
119,510785,MT,"10,951",0.8,0.577201%
120,510729,MT,"3,741",0.6,0.432900%
121,510730,MT,"18,339",1.2,0.865801%
122,510735,MT,"5,333",0.6,0.432900%
123,510710,MT,"18,801",1.2,0.865801%
124,510740,MT,"4,341",0.6,0.432900%
125,510787,MT,"20,934",1.2,0.865801%
126,510788,MT,"1,463",0.6,0.432900%
127,510790,MT,"123,634",3.4,2.453108%
128,510792,MT,"75,104",2.6,1.875908%
129,510794,MT,"9,678",0.6,0.432900%
130,510795,MT,"90,252",2.8,2.020202%
131,510800,MT,"11,586",0.8,0.577201%
132,510805,MT,"10,621",0.8,0.577201%
133,510810,MT,"3,482",0.6,0.432900%
134,510820,MT,"3,859",0.6,0.432900%
135,510830,MT,"3,639",0.6,0.432900%
136,510835,MT,"3,050",0.6,0.432900%
137,510840,MT,"262,880",4.0,2.886003%
138,510850,MT,"10,561",0.8,0.577201%
139,510550,MT,"14,999",1.0,0.721501%
140,510860,MT,"22,990",1.2,0.865801%
2,150013,PA,"7,013",0.6,0.248550%
3,150020,PA,"54,030",2.2,0.911350%
4,150030,PA,"36,598",1.6,0.662800%
5,150034,PA,"25,899",1.4,0.579950%
6,150040,PA,"54,035",2.2,0.911350%
7,150050,PA,"33,562",1.6,0.662800%
8,150060,PA,"105,106",3.2,1.325601%
9,150070,PA,"26,547",1.4,0.579950%
10,150080,PA,"493,976",4.0,1.657001%
11,150085,PA,"23,609",1.2,0.497100%
12,150090,PA,"42,591",1.8,0.745650%
13,150095,PA,"28,441",1.4,0.579950%
14,150100,PA,"15,959",1.0,0.414250%
15,150110,PA,"26,666",1.4,0.579950%
16,150120,PA,"41,232",1.8,0.745650%
17,150125,PA,"3,340",0.6,0.248550%
18,150130,PA,"109,975",3.2,1.325601%
19,150145,PA,"16,808",1.0,0.414250%
20,150150,PA,"56,112",2.2,0.911350%
21,150157,PA,"15,916",1.0,0.414250%
22,150160,PA,"14,689",1.0,0.414250%
23,150170,PA,"118,678",3.4,1.408451%
24,150172,PA,"15,300",1.0,0.414250%
25,150175,PA,"7,285",0.6,0.248550%
26,150178,PA,"58,033",2.2,0.911350%
27,150180,PA,"96,444",3.0,1.242751%
28,150190,PA,"27,000",1.4,0.579950%
29,150200,PA,"21,740",1.2,0.497100%
30,150195,PA,"29,533",1.4,0.579950%
31,150210,PA,"127,401",3.4,1.408451%
32,150215,PA,"31,062",1.6,0.662800%
33,150220,PA,"65,498",2.4,0.994200%
34,150230,PA,"52,537",2.2,0.911350%
35,150240,PA,"183,917",4.0,1.657001%
36,150250,PA,"22,029",1.2,0.497100%
37,150260,PA,"11,600",0.8,0.331400%
38,150270,PA,"46,206",2.0,0.828500%
39,150275,PA,"30,233",1.4,0.579950%
40,150276,PA,"11,704",0.8,0.331400%
41,150277,PA,"17,983",1.2,0.497100%
42,150280,PA,"30,915",1.6,0.662800%
43,150285,PA,"13,097",0.8,0.331400%
44,150290,PA,"36,557",1.6,0.662800%
45,150293,PA,"54,602",2.2,0.911350%
46,150295,PA,"32,420",1.6,0.662800%
47,150300,PA,"7,680",0.6,0.248550%
48,150304,PA,"18,741",1.2,0.497100%
49,150307,PA,"25,287",1.4,0.579950%
50,150309,PA,"36,500",1.6,0.662800%
51,150310,PA,"30,727",1.6,0.662800%
52,150320,PA,"36,883",1.6,0.662800%
53,150330,PA,"59,644",2.2,0.911350%
54,150340,PA,"10,693",0.8,0.331400%
55,150345,PA,"54,609",2.2,0.911350%
56,150350,PA,"31,634",1.6,0.662800%
57,150360,PA,"98,363",3.0,1.242751%
58,150370,PA,"51,711",2.2,0.911350%
59,150375,PA,"41,487",1.8,0.745650%
60,150380,PA,"54,376",2.2,0.911350%
61,150390,PA,"51,483",2.2,0.911350%
62,150400,PA,"26,542",1.4,0.579950%
63,150405,PA,"28,636",1.4,0.579950%
64,150410,PA,"8,240",0.6,0.248550%
65,150420,PA,"251,885",4.0,1.657001%
66,150430,PA,"28,631",1.4,0.579950%
67,150440,PA,"27,153",1.4,0.579950%
68,150442,PA,"117,614",3.4,1.408451%
69,150445,PA,"28,987",1.4,0.579950%
70,150450,PA,"25,860",1.4,0.579950%
71,150460,PA,"28,454",1.4,0.579950%
72,150470,PA,"74,768",2.6,1.077051%
73,150475,PA,"15,232",1.0,0.414250%
74,150480,PA,"56,147",2.2,0.911350%
75,150490,PA,"36,632",1.6,0.662800%
76,150495,PA,"20,528",1.2,0.497100%
77,150497,PA,"15,422",1.0,0.414250%
78,150500,PA,"14,305",1.0,0.414250%
79,150503,PA,"25,203",1.4,0.579950%
80,150506,PA,"67,652",2.4,0.994200%
81,150510,PA,"50,171",2.0,0.828500%
82,150520,PA,"30,088",1.4,0.579950%
83,150530,PA,"66,821",2.4,0.994200%
84,150540,PA,"16,854",1.0,0.414250%
85,150543,PA,"29,547",1.4,0.579950%
86,150548,PA,"43,057",1.8,0.745650%
87,150549,PA,"7,465",0.6,0.248550%
88,150550,PA,"103,775",3.2,1.325601%
89,150553,PA,"176,582",4.0,1.657001%
90,150555,PA,"5,743",0.6,0.248550%
91,150560,PA,"7,889",0.6,0.248550%
92,150563,PA,"12,720",0.8,0.331400%
93,150565,PA,"26,842",1.4,0.579950%
94,150570,PA,"28,025",1.4,0.579950%
95,150580,PA,"56,094",2.2,0.911350%
96,150590,PA,"36,841",1.6,0.662800%
97,150600,PA,"29,342",1.4,0.579950%
98,150610,PA,"10,432",0.8,0.331400%
